SUBCAT;CLASSIF;RESTRSEXO;CAUSAOBITO;DESCRICAO;DESCRABREV;REFER;EXCLUIDOS;
K136;;;;Hiperplasia irritativa da mucosa oral;K13.6 Hiperplasia irritativa da mucosa oral;;;
K137;;;;Outras lesões e as não especificadas da mucosa oral;K13.7 Outr lesoes e as NE da mucosa oral;;;
K140;;;N;Glossite;K14.0 Glossite;;;
K141;;;N;Língua geográfica;K14.1 Lingua geografica;;;
K142;;;N;Glossite rombóide mediana;K14.2 Glossite romboide mediana;;;
K143;;;N;Hipertrofia das papilas linguais;K14.3 Hipertrofia das papilas linguais;;;
K144;;;N;Atrofia das papilas linguais;K14.4 Atrofia das papilas linguais;;;
K145;;;N;Língua escrotal;K14.5 Lingua escrotal;;;
K146;;;N;Glossodínia;K14.6 Glossodinia;;;
K148;;;N;Outras doenças da língua;K14.8 Outr doenc da lingua;;;
K149;;;N;Doença da língua, sem outra especificação;K14.9 Doenc da lingua SOE;;;
K20;;;;Esofagite;K20   Esofagite;;;
K210;;;;Doença de refluxo gastroesofágico com esofagite;K21.0 Doenc de refluxo gastroesofagico c/esofagite;;;
K219;;;;Doença de refluxo gastroesofágico sem esofagite;K21.9 Doenc de refluxo gastroesofagico s/esofagite;;;
K220;;;;Acalásia do cárdia;K22.0 Acalasia do cardia;;;
K221;;;;Úlcera do esôfago;K22.1 Ulcera do esofago;;;
K222;;;;Obstrução do esôfago;K22.2 Obstrucao do esofago;;;
K223;;;;Perfuração do esôfago;K22.3 Perfuracao do esofago;;;
K224;;;;Discinesia do esôfago;K22.4 Discinesia do esofago;;;
K225;;;;Divertículo do esôfago adquirido;K22.5 Diverticulo do esofago adquir;;;
K226;;;;Síndrome da laceração hemorrágica gastroesofágica;K22.6 Sindr laceracao hemorragica gastroesofagica;;;
K227;;;;Esôfago de Barret;K22.7 Esôfago de Barret;;;
K228;;;;Outras doenças especificadas do esôfago;K22.8 Outr doenc espec do esofago;;;
K229;;;;Doença do esôfago, sem outra especificação;K22.9 Doenc do esofago SOE;;;
K230;*;;;Esofagite tuberculosa;K23.0 Esofagite tuberc;A18.8+;;
K231;*;;;Megaesôfago na doença de Chagas;K23.1 Megaesofago na doenc de Chagas;B57.3+;;
K238;*;;;Transtornos do esôfago em outras doenças classificadas em outra parte;K23.8 Transt do esofago em outr doenc COP;;;
K250;;;;Úlcera gástrica - aguda com hemorragia;K25.0 Aguda c/hemorragia;;;
K251;;;;Úlcera gástrica - aguda com perfuração;K25.1 Aguda c/perfuracao;;;
K252;;;;Úlcera gástrica - aguda com hemorragia e perfuração;K25.2 Aguda c/hemorragia e perfuracao;;;
K253;;;;Úlcera gástrica - aguda sem hemorragia ou perfuração;K25.3 Aguda s/hemorragia ou perfuracao;;;
K254;;;;Úlcera gástrica - crônica ou não especificada com hemorragia;K25.4 Cronica ou NE c/hemorragia;;;
K255;;;;Úlcera gástrica - crônica ou não especificada com perfuração;K25.5 Cronica ou NE c/perfuracao;;;
K256;;;;Úlcera gástrica - crônica ou não especificada com hemorragia e perfuração;K25.6 Cronica ou NE c/hemorragia e perfuracao;;;
K257;;;;Úlcera gástrica - crônica sem hemorragia ou perfuração;K25.7 Cronica s/hemorragia ou perfuracao;;;
K259;;;;Úlcera gástrica - não especificada como aguda ou crônica, sem hemorragia ou perfuração;K25.9 NE como aguda cronica s/hemorragia perfur;;;
K260;;;;Úlcera duodenal - aguda com hemorragia;K26.0 Aguda c/hemorragia;;;
K261;;;;Úlcera duodenal - aguda com perfuração;K26.1 Aguda c/perfuracao;;;
K262;;;;Úlcera duodenal - aguda com hemorragia e perfuração;K26.2 Aguda c/hemorragia e perfuracao;;;
K263;;;;Úlcera duodenal - aguda sem hemorragia ou perfuração;K26.3 Aguda s/hemorragia ou perfuracao;;;
K264;;;;Úlcera duodenal - crônica ou não especificada com hemorragia;K26.4 Cronica ou NE c/hemorragia;;;
K265;;;;Úlcera duodenal - crônica ou não especificada com perfuração;K26.5 Cronica ou NE c/perfuracao;;;
K266;;;;Úlcera duodenal - crônica ou não especificada com hemorragia e perfuração;K26.6 Cronica ou NE c/hemorragia e perfuracao;;;
K267;;;;Úlcera duodenal - crônica sem hemorragia ou perfuração;K26.7 Cronica s/hemorragia ou perfuracao;;;
K269;;;;Úlcera duodenal - não especificada como aguda ou crônica, sem hemorragia ou perfuração;K26.9 NE como aguda cronica s/hemorragia perfur;;;
K270;;;;Úlcera péptica de localização não especificada - aguda com hemorragia;K27.0 Aguda c/hemorragia;;;
K271;;;;Úlcera péptica de localização não especificada - aguda com perfuração;K27.1 Aguda c/perfuracao;;;
K272;;;;Úlcera péptica de localização não especificada - aguda com hemorragia e perfuração;K27.2 Aguda c/hemorragia e perfuracao;;;
K273;;;;Úlcera péptica de localização não especificada - aguda sem hemorragia ou perfuração;K27.3 Aguda s/hemorragia ou perfuracao;;;
K274;;;;Úlcera péptica de localização não especificada - crônica ou não especificada com hemorragia;K27.4 Cronica ou NE c/hemorragia;;;
K275;;;;Úlcera péptica de localização não especificada - crônica ou não especificada com perfuração;K27.5 Cronica ou NE c/perfuracao;;;
K276;;;;Úlcera péptica de localização não especificada - crônica ou não especificada com hemorragia e perfuração;K27.6 Cronica ou NE c/hemorragia e perfuracao;;;
K277;;;;Úlcera péptica de localização não especificada - crônica sem hemorragia ou perfuração;K27.7 Cronica s/hemorragia ou perfuracao;;;
K279;;;;Úlcera péptica de localização não especificada - não especificada como aguda ou crônica, sem hemorragia ou perfuração;K27.9 NE como aguda cronica s/hemorragia perfur;;;
K280;;;;Úlcera gastrojejunal - aguda com hemorragia;K28.0 Aguda c/hemorragia;;;
K281;;;;Úlcera gastrojejunal - aguda com perfuração;K28.1 Aguda c/perfuracao;;;
K282;;;;Úlcera gastrojejunal - aguda com hemorragia e perfuração;K28.2 Aguda c/hemorragia e perfuracao;;;
K283;;;;Úlcera gastrojejunal - aguda sem hemorragia ou perfuração;K28.3 Aguda s/hemorragia ou perfuracao;;;
K284;;;;Úlcera gastrojejunal - crônica ou não especificada com hemorragia;K28.4 Cronica ou NE c/hemorragia;;;
K285;;;;Úlcera gastrojejunal - crônica ou não especificada com perfuração;K28.5 Cronica ou NE c/perfuracao;;;
K286;;;;Úlcera gastrojejunal - crônica ou não especificada com hemorragia e perfuração;K28.6 Cronica ou NE c/hemorragia e perfuracao;;;
K287;;;;Úlcera gastrojejunal - crônica sem hemorragia ou perfuração;K28.7 Cronica s/hemorragia ou perfuracao;;;
K289;;;;Úlcera gastrojejunal - não especificada como aguda ou crônica, sem hemorragia ou perfuração;K28.9 NE como aguda cronica s/hemorragia perfur;;;
K290;;;;Gastrite hemorrágica aguda;K29.0 Gastrite hemorragica aguda;;;
K291;;;;Outras gastrites agudas;K29.1 Outr gastrites agudas;;;
K292;;;;Gastrite alcoólica;K29.2 Gastrite alcoolica;;;
K293;;;;Gastrite superficial crônica;K29.3 Gastrite superf cronica;;;
K294;;;;Gastrite atrófica crônica;K29.4 Gastrite atrofica cronica;;;
K295;;;;Gastrite crônica, sem outra especificação;K29.5 Gastrite cronica SOE;;;
K296;;;;Outras gastrites;K29.6 Outr gastrites;;;
K297;;;;Gastrite não especificada;K29.7 Gastrite NE;;;
K298;;;;Duodenite;K29.8 Duodenite;;;
K299;;;;Gastroduodenite, sem outra especificação;K29.9 Gastroduodenite SOE;;;
K30;;;;Dispepsia;K30   Dispepsia;;;
K310;;;;Dilatação aguda do estômago;K31.0 Dilatacao aguda do estomago;;;
K311;;;;Estenose pilórica hipertrófica do adulto;K31.1 Estenose pilorica hipertrofica do adulto;;;
K312;;;;Estenose e estreitamento em ampulheta do estômago;K31.2 Estenose e estreitamento ampulheta estomago;;;
K313;;;;Espasmo do piloro não classificado em outra parte;K31.3 Espasmo do piloro NCOP;;;
K314;;;;Divertículo gástrico;K31.4 Diverticulo gastrico;;;
K315;;;;Obstrução do duodeno;K31.5 Obstrucao do duodeno;;;
K316;;;;Fístula do estômago e do duodeno;K31.6 Fistula do estomago e do duodeno;;;
K317;;;;Pólipo do estômago e do duodeno;K31.7 Polipo do estomago e do duodeno;;;
K318;;;;Outras doenças especificadas do estômago e do duodeno;K31.8 Outr doenc espec do estomago e do duodeno;;;
K319;;;;Doenças do estômago e do duodeno, sem outra especificação;K31.9 Doenc do estomago e do duodeno SOE;;;
K350;;;;Apendicite aguda com peritonite generalizada;K35.0 Apendicite aguda c/peritonite generalizada;;;
K351;;;;Apendicite aguda com abscesso peritonial;K35.1 Apendicite aguda c/abscesso peritonial;;;
K359;;;;Apendicite aguda sem outra especificação;K35.9 Apendicite aguda SOE;;;
K36;;;;Outras formas de apendicite;K36   Outr form de apendicite;;;
K37;;;;Apendicite, sem outras especificações;K37   Apendicite SOE;;;
K380;;;;Hiperplasia do apêndice;K38.0 Hiperplasia do apendice;;;
K381;;;;Concreções apendiculares;K38.1 Concrecoes apendiculares;;;
K382;;;;Divertículo do apêndice;K38.2 Diverticulo do apendice;;;
K383;;;;Fístula do apêndice;K38.3 Fistula do apendice;;;
K388;;;;Outras doenças especificadas do apêndice;K38.8 Outr doenc espec do apendice;;;
K389;;;;Doença do apêndice, sem outra especificação;K38.9 Doenc do apendice SOE;;;
K400;;;;Hérnia inguinal bilateral, com obstrução, sem gangrena;K40.0 Hernia inguinal bilateral c/obstr s/gangrena;;;
K401;;;;Hérnia inguinal bilateral, com gangrena;K40.1 Hernia inguinal bilateral c/gangrena;;;
K402;;;;Hérnia inguinal bilateral, sem obstrução ou gangrena;K40.2 Hernia inguinal bilat s/obstr ou gangrena;;;
K403;;;;Hérnia inguinal unilateral ou não especificada, com obstrução sem gangrena;K40.3 Hernia inguinal unilat NE c/obstr s/gangrena;;;
K404;;;;Hérnia inguinal unilateral ou não especificada, com gangrena;K40.4 Hernia inguinal unilateral ou NE c/gangrena;;;
K409;;;;Hérnia inguinal unilateral ou não especificada, sem obstrução ou gangrena;K40.9 Hernia inguinal unilat NE s/obstr gangrena;;;
K410;;;;Hérnia femoral bilateral, com obstrução, sem gangrena;K41.0 Hernia femoral bilateral c/obstr s/gangrena;;;
K411;;;;Hérnia femoral bilateral, com gangrena;K41.1 Hernia femoral bilateral c/gangrena;;;
K412;;;;Hérnia femoral bilateral, sem obstrução ou gangrena;K41.2 Hernia femoral bilateral s/obstr ou gangrena;;;
K413;;;;Hérnia femoral unilateral ou não especificada, com obstrução, sem gangrena;K41.3 Hernia femoral unilat NE c/obstr s/gangrena;;;
K414;;;;Hérnia femoral unilateral ou não especificada, com gangrena;K41.4 Hernia femoral unilateral ou NE c/gangrena;;;
K419;;;;Hérnia femoral unilateral ou não especificada, sem obstrução ou gangrena;K41.9 Hernia femoral unilat NE s/obstr ou gangrena;;;
K420;;;;Hérnia umbilical com obstrução, sem gangrena;K42.0 Hernia umbilical c/obstrucao s/gangrena;;;
K421;;;;Hérnia umbilical com gangrena;K42.1 Hernia umbilical c/gangrena;;;
K429;;;;Hérnia umbilical sem obstrução ou gangrena;K42.9 Hernia umbilical s/obstrucao ou gangrena;;;
K430;;;;Hérnia ventral com obstrução, sem gangrena;K43.0 Hernia ventral c/obstrucao s/gangrena;;;
K431;;;;Hérnia ventral com gangrena;K43.1 Hernia ventral c/gangrena;;;
K439;;;;Hérnia ventral sem obstrução ou gangrena;K43.9 Hernia ventral s/obstrucao ou gangrena;;;
K440;;;;Hérnia diafragmática com obstrução, sem gangrena;K44.0 Hernia diafragmatica c/obstrucao s/gangrena;;;
K441;;;;Hérnia diafragmática com gangrena;K44.1 Hernia diafragmatica c/gangrena;;;
K449;;;;Hérnia diafragmática sem obstrução ou gangrena;K44.9 Hernia diafragmatica s/obstrucao ou gangrena;;;
K450;;;;Outras hérnias abdominais especificadas, com obstrução, sem gangrena;K45.0 Outr hernias abdom espec c/obstr s/gangrena;;;
K451;;;;Outras hérnias abdominais especificadas, com gangrena;K45.1 Outr hernias abdominais espec com gangrena;;;
K458;;;;Outras hérnias abdominais especificadas, sem obstrução ou gangrena;K45.8 Outr hernias abdom espec s/obstr ou gangrena;;;
K460;;;;Hérnia abdominal não especificada, com obstrução, sem gangrena;K46.0 Hernia abdominal NE c/obstrucao s/gangrena;;;
K461;;;;Hérnia abdominal não especificada com gangrena;K46.1 Hernia abdominal NE c/gangrena;;;
K469;;;;Hérnia abdominal não especificada, sem obstrução ou gangrena;K46.9 Hernia abdominal NE s/obstrucao ou gangrena;;;
K500;;;;Doença de Crohn do intestino delgado;K50.0 Doenc de Crohn do intestino delgado;;;
K501;;;;Doença de Crohn do intestino grosso;K50.1 Doenc de Crohn do intestino grosso;;;
K508;;;;Outra forma de doença de Crohn;K50.8 Outr form de doenc de Crohn;;;
K509;;;;Doença de Crohn de localização não especificada;K50.9 Doenc de Crohn de localiz NE;;;
K510;;;;Enterocolite ulcerativa (crônica);K51.0 Enterocolite ulcerativa;;;
K511;;;;Ileocolite ulcerativa (crônica);K51.1 Ileocolite ulcerativa;;;
K512;;;;Proctite ulcerativa (crônica);K51.2 Proctite ulcerativa;;;
K513;;;;Retossigmoidite ulcerativa (crônica);K51.3 Retossigmoidite ulcerativa;;;
K514;;;;Pseudopolipose do cólon;K51.4 Pseudopolipose do colon;;;
K515;;;;Proctocolite mucosa;K51.5 Proctocolite mucosa;;;
K518;;;;Outras colites ulcerativas;K51.8 Outr colites ulcerativas;;;
K519;;;;Colite ulcerativa, sem outra especificação;K51.9 Colite ulcerativa SOE;;;
K520;;;;Gastroenterite e colite devida à radiação;K52.0 Gastroenterite e colite dev radiacao;;;
K521;;;;Gastroenterite e colite tóxicas;K52.1 Gastroenterite e colite toxicas;;;
K522;;;;Gastroenterite e colite alérgicas ou ligadas à dieta;K52.2 Gastroenterite colite alerg ligadas a dieta;;;
K528;;;;Outras gastroenterites e colites especificadas, não-infecciosas;K52.8 Outr gastroenterites e colites espec nao-inf;;;
K529;;;;Gastroenterite e colite não-infecciosas, não especificadas;K52.9 Gastroenterite e colite nao-infecc NE;;;
K550;;;;Transtornos vasculares agudos do intestino;K55.0 Transt vasculares agudos do intestino;;;
K551;;;;Transtornos vasculares crônicos do intestino;K55.1 Transt vasculares cronicos do intestino;;;
K552;;;;Angiodisplasia do cólon;K55.2 Angiodisplasia do colon;;;
K558;;;;Outros transtornos vasculares do intestino;K55.8 Outr transt vasculares do intestino;;;
K559;;;;Transtorno vascular do intestino, sem outra especificação;K55.9 Transt vascular do intestino SOE;;;
K560;;;;Íleo paralítico;K56.0 Ileo paralitico;;;
K561;;;;Intussuscepção;K56.1 Intussuscepcao;;;
K562;;;;Volvo;K56.2 Volvo;;;
K563;;;;Íleo biliar;K56.3 Ileo biliar;;;
K564;;;;Outras obstruções do intestino;K56.4 Outr obstrucoes do intestino;;;
K565;;;;Aderências intestinais (bridas) com obstrução;K56.5 Aderencias intestinais c/obstrucao;;;
K566;;;;Outras formas de obstrução intestinal, e as não especificadas;K56.6 Outr form de obstrucao intestinal e as NE;;;
K567;;;;Íleo, não especificado;K56.7 Ileo NE;;;
K570;;;;Doença diverticular do intestino delgado com perfuração e abscesso;K57.0 Doenc divert intest delgado c/perfur absces;;;
K571;;;;Doença diverticular do intestino delgado sem perfuração ou abscesso;K57.1 Doenc divert intest delgado s/perfur absces;;;
K572;;;;Doença diverticular do intestino grosso com perfuração e abscesso;K57.2 Doenc divert intest grosso c/perfur abscesso;;;
K573;;;;Doença diverticular do intestino grosso sem perfuração ou abscesso;K57.3 Doenc divert intest grosso s/perfur abscesso;;;
K574;;;;Doença diverticular concomitante dos intestinos delgado e grosso com perfuração e abscesso;K57.4 Doenc divert intest delg grosso c/perf absc;;;
K575;;;;Doença diverticular concomitante dos intestinos delgado e grosso sem perfuração ou abscesso;K57.5 Doenc divert intest delg grosso s/perf absc;;;
K578;;;;Doença diverticular do intestino, de localização não especificada, com perfuração e abscesso;K57.8 Doenc divert intest localiz NE c/perf absc;;;
K579;;;;Doença diverticular do intestino, de localização não especificada, sem perfuração ou abscesso;K57.9 Doenc divert intest localiz NE s/perf absc;;;
K580;;;;Síndrome do cólon irritável com diarréia;K58.0 Sindr do colon irritavel c/diarreia;;;
K589;;;;Síndrome do cólon irritável sem diarréia;K58.9 Sindr do colon irritavel s/diarreia;;;
K590;;;;Constipação;K59.0 Constipacao;;;
K591;;;;Diarréia funcional;K59.1 Diarreia funcional;;;
K592;;;;Cólon neurogênico não classificado em outra parte;K59.2 Colon neurogenico NCOP;;;
K593;;;;Megacólon não classificado em outra parte;K59.3 Megacolon NCOP;;;
K594;;;;Espasmo anal;K59.4 Espasmo anal;;;
K598;;;;Outros transtornos funcionais especificados do intestino;K59.8 Outr transt funcionais espec do intestino;;;
K599;;;;Transtorno intestinal funcional, não especificado;K59.9 Transt intestinal funcional NE;;;
K600;;;;Fissura anal aguda;K60.0 Fissura anal aguda;;;
K601;;;;Fissura anal crônica;K60.1 Fissura anal cronica;;;
K602;;;;Fissura anal, não especificada;K60.2 Fissura anal NE;;;
K603;;;;Fístula anal;K60.3 Fistula anal;;;
K604;;;;Fístula retal;K60.4 Fistula retal;;;
K605;;;;Fístula anorretal;K60.5 Fistula anorretal;;;
K610;;;;Abscesso anal;K61.0 Abscesso anal;;;
K611;;;;Abscesso retal;K61.1 Abscesso retal;;;
K612;;;;Abscesso anorretal;K61.2 Abscesso anorretal;;;
K613;;;;Abscesso ísquio-retal;K61.3 Abscesso isquio-retal;;;
K614;;;;Abscesso intra-esfincteriano;K61.4 Abscesso intra-esfincteriano;;;
K620;;;;Pólipo anal;K62.0 Polipo anal;;;
K621;;;;Pólipo retal;K62.1 Polipo retal;;;
K622;;;;Prolapso anal;K62.2 Prolapso anal;;;
K623;;;;Prolapso retal;K62.3 Prolapso retal;;;
K624;;;;Estenose do ânus e do reto;K62.4 Estenose do anus e do reto;;;
K625;;;;Hemorragia do ânus e do reto;K62.5 Hemorragia do anus e do reto;;;
K626;;;;Úlcera do ânus e do reto;K62.6 Ulcera do anus e do reto;;;
K627;;;;Proctite por radiação;K62.7 Proctite p/radiacao;;;
K628;;;;Outras doenças especificadas do ânus e do reto;K62.8 Outr doenc espec do anus e do reto;;;
K629;;;;Doença do ânus e do reto, sem outra especificação;K62.9 Doenc do anus e do reto SOE;;;
K630;;;;Abscesso do intestino;K63.0 Abscesso do intestino;;;
K631;;;;Perfuração do intestino (não-traumática);K63.1 Perfuracao do intestino;;;
K632;;;;Fístula do intestino;K63.2 Fistula do intestino;;;
K633;;;;Úlcera do intestino;K63.3 Ulcera do intestino;;;
K634;;;;Enteroptose;K63.4 Enteroptose;;;
K635;;;;Pólipo do cólon;K63.5 Polipo do colon;;;
K638;;;;Outras doenças especificadas do intestino;K63.8 Outr doenc espec do intestino;;;
K639;;;;Doença do intestino, sem outra especificação;K63.9 Doenc do intestino SOE;;;
K650;;;;Peritonite aguda;K65.0 Peritonite aguda;;;
K658;;;;Outras peritonites;K65.8 Outr peritonites;;;
K659;;;;Peritonite, sem outras especificações;K65.9 Peritonite SOE;;;
K660;;;;Aderências peritoniais;K66.0 Aderencias peritoniais;;;
K661;;;;Hemoperitônio;K66.1 Hemoperitonio;;;
K668;;;;Outras afecções especificadas do peritônio;K66.8 Outr afeccoes espec do peritonio;;;
K669;;;;Afecções do peritônio, sem outra especificação;K66.9 Afeccoes do peritonio SOE;;;
K670;*;;;Peritonite por clamídias;K67.0 Peritonite p/clamidias;A74.8+;;
